  257.36  28.672  114.55  0.99614
  257.52  28.655  114.56  0.99614
  257.52  28.647  114.50  0.99614
  193.14  28.647   85.84  0.99598
  193.14  28.650   85.89  0.99598
  257.42  28.650  114.53  0.99614
  257.39  28.658  114.47  0.99614
  257.39  28.658  114.46  0.99614
  257.39  28.662  114.47  0.99614
  257.39  28.660  114.50  0.99614
  257.39  28.678  114.53  0.99614
  257.29  28.685  114.52  0.99614
  257.29  28.685  114.54  0.99614
  257.45  28.690  114.74  0.99614
  257.45  28.690  114.70  0.99614
  257.45  28.690  114.68  0.99614
  257.49  28.172  112.56  0.99614
  257.49  28.172  112.56  0.99614
  257.49  28.172  112.57  0.99614
  257.42  28.178  112.56  0.99614
  257.42  28.178  112.56  0.99614
  257.42  28.178  112.57  0.99614
  257.42  28.178  112.56  0.99614
  257.42  28.178  112.57  0.99614
  258.70  28.152  113.15  0.99614
  255.69  28.152  111.88  0.99614
  257.58  28.152  112.57  0.99614
  257.60  28.152  112.57  0.99614
  257.59  28.152  112.55  0.99614
  257.57  28.152  112.57  0.99614
  257.56  28.152  112.57  0.99614
  257.36  28.159  112.52  0.99614
  257.33  28.159  112.50  0.99614
  257.32  28.159  112.46  0.99614
  257.32  28.159  112.47  0.99614
  257.32  28.159  112.49  0.99614
  257.62  28.149  112.59  0.99614
  257.59  28.149  112.58  0.99614
  257.58  28.149  112.59  0.99614
  257.43  28.157  112.54  0.99614
  257.43  28.157  112.51  0.99614
  257.43  28.157  112.51  0.99614
  257.43  28.157  112.51  0.99614
  257.43  28.157  112.52  0.99614
  257.65  28.150  112.64  0.99614
  257.65  28.150  112.64  0.99614
  257.62  28.150  112.66  0.99614
  257.43  28.158  112.52  0.99614
  257.43  28.158  112.48  0.99614
  257.43  28.158  112.49  0.99614
  257.65  28.172  112.67  0.99614
  257.63  28.172  112.65  0.99614
  257.62  28.172  112.67  0.99614
  257.61  28.172  112.66  0.99614
  257.36  33.345  133.21  0.99627
  257.40  33.345  133.23  0.99627
  257.39  33.345  133.22  0.99627
  257.39  33.345  133.24  0.99627
  257.38  33.345  133.22  0.99627
  257.38  33.345  133.22  0.99627
  257.65  33.332  133.29  0.99627
  257.64  33.332  133.31  0.99627
  257.63  33.332  133.31  0.99627
  257.61  33.332  133.30  0.99627
  257.60  33.332  133.30  0.99627
  257.42  33.330  133.21  0.99627
  257.38  33.330  133.19  0.99627
  257.37  33.330  133.20  0.99627
  257.38  33.330  133.20  0.99627
  257.38  33.330  133.19  0.99627
  257.32  33.345  133.16  0.99627
  257.33  33.345  133.15  0.99627
  257.32  33.345  133.17  0.99627
  257.30  33.345  133.16  0.99627
  257.29  33.345  133.16  0.99627
  257.50  33.319  133.20  0.99627
  257.49  33.319  133.17  0.99627
  257.48  33.319  133.16  0.99627
  257.47  33.319  133.16  0.99627
  257.45  33.319  133.18  0.99627
  257.33  33.339  133.15  0.99627
  257.33  33.339  133.17  0.99627
  257.46  33.328  133.22  0.99627
  257.44  33.328  133.20  0.99627
  257.43  33.328  133.21  0.99627
  257.42  33.328  133.19  0.99627
  257.42  33.328  133.20  0.99627
  257.42  33.328  133.19  0.99627
  193.00  33.274   99.68  0.99645
  193.00  33.274   99.67  0.99645
  193.00  33.274   99.66  0.99645
  193.00  33.274   99.66  0.99645
  257.35  33.282  132.98  0.99627
  257.34  33.282  133.00  0.99627
  257.28  33.311  133.01  0.99627
  257.28  33.311  133.00  0.99627
  192.95  33.205   99.45  0.99606
  128.63  33.205   66.34  0.99586
   96.48  33.205   49.76  0.99580
   64.32  33.205   33.17  0.99574
